time,XRHand_IndexMetacarpal_x,XRHand_IndexMetacarpal_y,XRHand_IndexMetacarpal_z,XRHand_IndexMetacarpal_qx,XRHand_IndexMetacarpal_qy,XRHand_IndexMetacarpal_qz,XRHand_IndexMetacarpal_qw,XRHand_IndexProximal_x,XRHand_IndexProximal_y,XRHand_IndexProximal_z,XRHand_IndexProximal_qx,XRHand_IndexProximal_qy,XRHand_IndexProximal_qz,XRHand_IndexProximal_qw,XRHand_IndexIntermediate_x,XRHand_IndexIntermediate_y,XRHand_IndexIntermediate_z,XRHand_IndexIntermediate_qx,XRHand_IndexIntermediate_qy,XRHand_IndexIntermediate_qz,XRHand_IndexIntermediate_qw,XRHand_IndexDistal_x,XRHand_IndexDistal_y,XRHand_IndexDistal_z,XRHand_IndexDistal_qx,XRHand_IndexDistal_qy,XRHand_IndexDistal_qz,XRHand_IndexDistal_qw,XRHand_IndexTip_x,XRHand_IndexTip_y,XRHand_IndexTip_z,XRHand_IndexTip_qx,XRHand_IndexTip_qy,XRHand_IndexTip_qz,XRHand_IndexTip_qw,XRHand_LittleMetacarpal_x,XRHand_LittleMetacarpal_y,XRHand_LittleMetacarpal_z,XRHand_LittleMetacarpal_qx,XRHand_LittleMetacarpal_qy,XRHand_LittleMetacarpal_qz,XRHand_LittleMetacarpal_qw,XRHand_LittleProximal_x,XRHand_LittleProximal_y,XRHand_LittleProximal_z,XRHand_LittleProximal_qx,XRHand_LittleProximal_qy,XRHand_LittleProximal_qz,XRHand_LittleProximal_qw,XRHand_LittleIntermediate_x,XRHand_LittleIntermediate_y,XRHand_LittleIntermediate_z,XRHand_LittleIntermediate_qx,XRHand_LittleIntermediate_qy,XRHand_LittleIntermediate_qz,XRHand_LittleIntermediate_qw,XRHand_LittleDistal_x,XRHand_LittleDistal_y,XRHand_LittleDistal_z,XRHand_LittleDistal_qx,XRHand_LittleDistal_qy,XRHand_LittleDistal_qz,XRHand_LittleDistal_qw,XRHand_LittleTip_x,XRHand_LittleTip_y,XRHand_LittleTip_z,XRHand_LittleTip_qx,XRHand_LittleTip_qy,XRHand_LittleTip_qz,XRHand_LittleTip_qw,XRHand_MiddleMetacarpal_x,XRHand_MiddleMetacarpal_y,XRHand_MiddleMetacarpal_z,XRHand_MiddleMetacarpal_qx,XRHand_MiddleMetacarpal_qy,XRHand_MiddleMetacarpal_qz,XRHand_MiddleMetacarpal_qw,XRHand_MiddleProximal_x,XRHand_MiddleProximal_y,XRHand_MiddleProximal_z,XRHand_MiddleProximal_qx,XRHand_MiddleProximal_qy,XRHand_MiddleProximal_qz,XRHand_MiddleProximal_qw,XRHand_MiddleIntermediate_x,XRHand_MiddleIntermediate_y,XRHand_MiddleIntermediate_z,XRHand_MiddleIntermediate_qx,XRHand_MiddleIntermediate_qy,XRHand_MiddleIntermediate_qz,XRHand_MiddleIntermediate_qw,XRHand_MiddleDistal_x,XRHand_MiddleDistal_y,XRHand_MiddleDistal_z,XRHand_MiddleDistal_qx,XRHand_MiddleDistal_qy,XRHand_MiddleDistal_qz,XRHand_MiddleDistal_qw,XRHand_MiddleTip_x,XRHand_MiddleTip_y,XRHand_MiddleTip_z,XRHand_MiddleTip_qx,XRHand_MiddleTip_qy,XRHand_MiddleTip_qz,XRHand_MiddleTip_qw,XRHand_Palm_x,XRHand_Palm_y,XRHand_Palm_z,XRHand_Palm_qx,XRHand_Palm_qy,XRHand_Palm_qz,XRHand_Palm_qw,XRHand_RingMetacarpal_x,XRHand_RingMetacarpal_y,XRHand_RingMetacarpal_z,XRHand_RingMetacarpal_qx,XRHand_RingMetacarpal_qy,XRHand_RingMetacarpal_qz,XRHand_RingMetacarpal_qw,XRHand_RingProximal_x,XRHand_RingProximal_y,XRHand_RingProximal_z,XRHand_RingProximal_qx,XRHand_RingProximal_qy,XRHand_RingProximal_qz,XRHand_RingProximal_qw,XRHand_RingIntermediate_x,XRHand_RingIntermediate_y,XRHand_RingIntermediate_z,XRHand_RingIntermediate_qx,XRHand_RingIntermediate_qy,XRHand_RingIntermediate_qz,XRHand_RingIntermediate_qw,XRHand_RingDistal_x,XRHand_RingDistal_y,XRHand_RingDistal_z,XRHand_RingDistal_qx,XRHand_RingDistal_qy,XRHand_RingDistal_qz,XRHand_RingDistal_qw,XRHand_RingTip_x,XRHand_RingTip_y,XRHand_RingTip_z,XRHand_RingTip_qx,XRHand_RingTip_qy,XRHand_RingTip_qz,XRHand_RingTip_qw,XRHand_ThumbMetacarpal_x,XRHand_ThumbMetacarpal_y,XRHand_ThumbMetacarpal_z,XRHand_ThumbMetacarpal_qx,XRHand_ThumbMetacarpal_qy,XRHand_ThumbMetacarpal_qz,XRHand_ThumbMetacarpal_qw,XRHand_ThumbProximal_x,XRHand_ThumbProximal_y,XRHand_ThumbProximal_z,XRHand_ThumbProximal_qx,XRHand_ThumbProximal_qy,XRHand_ThumbProximal_qz,XRHand_ThumbProximal_qw,XRHand_ThumbDistal_x,XRHand_ThumbDistal_y,XRHand_ThumbDistal_z,XRHand_ThumbDistal_qx,XRHand_ThumbDistal_qy,XRHand_ThumbDistal_qz,XRHand_ThumbDistal_qw,XRHand_ThumbTip_x,XRHand_ThumbTip_y,XRHand_ThumbTip_z,XRHand_ThumbTip_qx,XRHand_ThumbTip_qy,XRHand_ThumbTip_qz,XRHand_ThumbTip_qw
0.733333,-0.017067,0.020338,0.029827,0.038541,-0.158588,0.072759,0.983906,-0.020703,0.044348,0.086185,0.010212,0.172328,-0.050074,0.983713,-0.019049,0.057559,0.121699,0.003287,0.012198,-0.025853,0.999586,-0.017721,0.065761,0.144533,-0.072068,0.020174,-0.015902,0.997069,-0.015861,0.070804,0.154793,0.000001,0.002195,0.000000,0.999998,0.018871,-0.001268,0.037656,0.018309,0.140365,-0.207036,0.968039,0.030079,0.009831,0.080514,0.028202,-0.004874,0.091091,0.995431,0.036276,0.016354,0.109887,-0.013306,0.044007,-0.037610,0.998234,0.041989,0.019873,0.129058,-0.024019,-0.049407,0.000638,0.998490,0.044882,0.023142,0.140137,0.000000,-0.000739,0.000000,1.000000,0.000968,0.021366,0.029120,0.015148,-0.029561,-0.000725,0.999448,0.001227,0.040158,0.086852,0.036385,0.079903,-0.010686,0.996081,0.005202,0.053361,0.127506,-0.001997,0.004555,-0.011225,0.999925,0.008023,0.061820,0.153573,-0.092967,0.007303,-0.034430,0.995047,0.010390,0.067322,0.164205,0.000000,-0.003577,0.000000,0.999994,0.005698,0.026878,0.056491,0.000000,0.019156,0.000000,0.999817,0.011259,0.012863,0.031348,0.050160,0.129610,-0.052833,0.988885,0.017086,0.026845,0.084862,0.000000,-0.003875,0.000000,0.999993,0.025451,0.036240,0.121772,0.005742,-0.000626,-0.033621,0.999418,0.031126,0.042317,0.147014,-0.025034,-0.029504,-0.003432,0.999245,0.033437,0.045913,0.158161,-0.000001,0.000945,0.000000,1.000000,-0.031808,0.010112,0.036492,-0.004828,-0.377623,0.627202,0.681172,-0.052346,0.013944,0.061402,-0.083924,0.074026,-0.078604,0.990605,-0.075253,0.024625,0.083832,-0.058123,-0.064489,0.080223,0.992989,-0.087046,0.028078,0.092193,0.000001,0.000049,0.000000,1.000000
0.750000,-0.017070,0.020330,0.029831,0.038541,-0.158588,0.072759,0.983906,-0.020710,0.044326,0.086195,0.010212,0.172328,-0.050074,0.983713,-0.019059,0.057530,0.121711,0.003287,0.012198,-0.025853,0.999586,-0.017733,0.065727,0.144547,-0.072068,0.020174,-0.015902,0.997069,-0.015873,0.070767,0.154809,0.000001,0.002195,0.000000,0.999998,0.018870,-0.001276,0.037657,0.018309,0.140365,-0.207036,0.968039,0.030074,0.009814,0.080518,0.028202,-0.004874,0.091091,0.995431,0.036269,0.016331,0.109893,-0.013306,0.044007,-0.037610,0.998234,0.041982,0.019846,0.129064,-0.024019,-0.049407,0.000638,0.998490,0.044874,0.023113,0.140145,0.000000,-0.000739,0.000000,1.000000,0.000965,0.021359,0.029125,0.015148,-0.029561,-0.000725,0.999448,0.001220,0.040138,0.086862,0.036385,0.079903,-0.010686,0.996081,0.005192,0.053332,0.127518,-0.001997,0.004555,-0.011225,0.999925,0.008011,0.061785,0.153587,-0.092967,0.007303,-0.034430,0.995047,0.010377,0.067284,0.164221,0.000000,-0.003577,0.000000,0.999994,0.005694,0.026866,0.056497,0.000000,0.019156,0.000000,0.999817,0.011257,0.012856,0.031351,0.050160,0.129610,-0.052833,0.988885,0.017080,0.026826,0.084869,0.000000,-0.003875,0.000000,0.999993,0.025443,0.036214,0.121782,0.005742,-0.000626,-0.033621,0.999418,0.031116,0.042285,0.147025,-0.025034,-0.029504,-0.003432,0.999245,0.033426,0.045879,0.158173,-0.000001,0.000945,0.000000,1.000000,-0.031810,0.010102,0.036493,-0.004828,-0.377623,0.627202,0.681172,-0.052350,0.013926,0.061402,-0.083924,0.074026,-0.078604,0.990605,-0.075258,0.024600,0.083834,-0.058123,-0.064489,0.080223,0.992989,-0.087052,0.028050,0.092196,0.000001,0.000049,0.000000,1.000000
0.766667,-0.017066,0.020337,0.029828,0.038541,-0.158588,0.072759,0.983906,-0.020704,0.044337,0.086191,0.010212,0.172328,-0.050074,0.983713,-0.019052,0.057541,0.121707,0.003287,0.012198,-0.025853,0.999586,-0.017726,0.065738,0.144543,-0.072068,0.020174,-0.015902,0.997069,-0.015866,0.070778,0.154805,0.000001,0.002195,0.000000,0.999998,0.018865,-0.001280,0.037659,0.018309,0.140365,-0.207036,0.968039,0.030069,0.009807,0.080520,0.028202,-0.004874,0.091091,0.995431,0.036263,0.016324,0.109896,-0.013306,0.044007,-0.037610,0.998234,0.041975,0.019837,0.129068,-0.024019,-0.049407,0.000638,0.998490,0.044867,0.023104,0.140149,0.000000,-0.000739,0.000000,1.000000,0.000969,0.021360,0.029124,0.015148,-0.029561,-0.000725,0.999448,0.001224,0.040141,0.086860,0.036385,0.079903,-0.010686,0.996081,0.005196,0.053335,0.127517,-0.001997,0.004555,-0.011225,0.999925,0.008016,0.061788,0.153586,-0.092967,0.007303,-0.034430,0.995047,0.010383,0.067287,0.164220,0.000000,-0.003577,0.000000,0.999994,0.005697,0.026866,0.056497,0.000000,0.019156,0.000000,0.999817,0.011258,0.012854,0.031352,0.050160,0.129610,-0.052833,0.988885,0.017080,0.026824,0.084870,0.000000,-0.003875,0.000000,0.999993,0.025442,0.036210,0.121783,0.005742,-0.000626,-0.033621,0.999418,0.031114,0.042280,0.147027,-0.025034,-0.029504,-0.003432,0.999245,0.033425,0.045874,0.158175,-0.000001,0.000945,0.000000,1.000000,-0.031810,0.010113,0.036489,-0.004828,-0.377623,0.627202,0.681172,-0.052352,0.013946,0.061397,-0.083924,0.074026,-0.078604,0.990605,-0.075259,0.024628,0.083825,-0.058123,-0.064489,0.080223,0.992989,-0.087052,0.028083,0.092186,0.000001,0.000049,0.000000,1.000000
0.783333,-0.017058,0.020352,0.029822,0.038541,-0.158588,0.072759,0.983906,-0.020691,0.044360,0.086182,0.010212,0.172328,-0.050074,0.983713,-0.019037,0.057566,0.121698,0.003287,0.012198,-0.025853,0.999586,-0.017710,0.065764,0.144533,-0.072068,0.020174,-0.015902,0.997069,-0.015848,0.070803,0.154795,0.000001,0.002195,0.000000,0.999998,0.018855,-0.001292,0.037663,0.018309,0.140365,-0.207036,0.968039,0.030057,0.009791,0.080527,0.028202,-0.004874,0.091091,0.995431,0.036250,0.016305,0.109903,-0.013306,0.044007,-0.037610,0.998234,0.041960,0.019816,0.129076,-0.024019,-0.049407,0.000638,0.998490,0.044852,0.023081,0.140157,0.000000,-0.000739,0.000000,1.000000,0.000979,0.021361,0.029122,0.015148,-0.029561,-0.000725,0.999448,0.001234,0.040148,0.086857,0.036385,0.079903,-0.010686,0.996081,0.005207,0.053342,0.127514,-0.001997,0.004555,-0.011225,0.999925,0.008027,0.061795,0.153583,-0.092967,0.007303,-0.034430,0.995047,0.010395,0.067293,0.164217,0.000000,-0.003577,0.000000,0.999994,0.005704,0.026866,0.056496,0.000000,0.019156,0.000000,0.999817,0.011260,0.012848,0.031353,0.050160,0.129610,-0.052833,0.988885,0.017081,0.026818,0.084872,0.000000,-0.003875,0.000000,0.999993,0.025441,0.036200,0.121786,0.005742,-0.000626,-0.033621,0.999418,0.031112,0.042269,0.147030,-0.025034,-0.029504,-0.003432,0.999245,0.033423,0.045862,0.158179,-0.000001,0.000945,0.000000,1.000000,-0.031811,0.010141,0.036481,-0.004828,-0.377623,0.627202,0.681172,-0.052355,0.013991,0.061383,-0.083924,0.074026,-0.078604,0.990605,-0.075260,0.024693,0.083805,-0.058123,-0.064489,0.080223,0.992989,-0.087053,0.028157,0.092163,0.000001,0.000049,0.000000,1.000000
0.800000,-0.017045,0.020376,0.029814,0.038541,-0.158588,0.072759,0.983906,-0.020670,0.044395,0.086169,0.010212,0.172328,-0.050074,0.983713,-0.019014,0.057603,0.121684,0.003287,0.012198,-0.025853,0.999586,-0.017685,0.065803,0.144519,-0.072068,0.020174,-0.015902,0.997069,-0.015822,0.070841,0.154780,0.000001,0.002195,0.000000,0.999998,0.018840,-0.001309,0.037670,0.018309,0.140365,-0.207036,0.968039,0.030040,0.009766,0.080536,0.028202,-0.004874,0.091091,0.995431,0.036229,0.016277,0.109914,-0.013306,0.044007,-0.037610,0.998234,0.041937,0.019784,0.129089,-0.024019,-0.049407,0.000638,0.998490,0.044828,0.023047,0.140170,0.000000,-0.000739,0.000000,1.000000,0.000993,0.021364,0.029120,0.015148,-0.029561,-0.000725,0.999448,0.001250,0.040157,0.086853,0.036385,0.079903,-0.010686,0.996081,0.005223,0.053352,0.127509,-0.001997,0.004555,-0.011225,0.999925,0.008043,0.061805,0.153578,-0.092967,0.007303,-0.034430,0.995047,0.010415,0.067302,0.164212,0.000000,-0.003577,0.000000,0.999994,0.005715,0.026867,0.056495,0.000000,0.019156,0.000000,0.999817,0.011264,0.012839,0.031356,0.050160,0.129610,-0.052833,0.988885,0.017081,0.026809,0.084874,0.000000,-0.003875,0.000000,0.999993,0.025440,0.036186,0.121791,0.005742,-0.000626,-0.033621,0.999418,0.031108,0.042251,0.147036,-0.025034,-0.029504,-0.003432,0.999245,0.033419,0.045843,0.158185,-0.000001,0.000945,0.000000,1.000000,-0.031813,0.010182,0.036468,-0.004828,-0.377623,0.627202,0.681172,-0.052361,0.014059,0.061362,-0.083924,0.074026,-0.078604,0.990605,-0.075261,0.024791,0.083775,-0.058123,-0.064489,0.080223,0.992989,-0.087053,0.028270,0.092128,0.000001,0.000049,0.000000,1.000000
0.816667,-0.017028,0.020406,0.029803,0.038541,-0.158588,0.072759,0.983906,-0.020643,0.044439,0.086153,0.010212,0.172328,-0.050074,0.983713,-0.018983,0.057651,0.121666,0.003287,0.012198,-0.025853,0.999586,-0.017653,0.065852,0.144500,-0.072068,0.020174,-0.015902,0.997069,-0.015787,0.070890,0.154762,0.000001,0.002195,0.000000,0.999998,0.018821,-0.001331,0.037679,0.018309,0.140365,-0.207036,0.968039,0.030018,0.009735,0.080548,0.028202,-0.004874,0.091091,0.995431,0.036203,0.016241,0.109928,-0.013306,0.044007,-0.037610,0.998234,0.041907,0.019742,0.129105,-0.024019,-0.049407,0.000638,0.998490,0.044799,0.023003,0.140187,0.000000,-0.000739,0.000000,1.000000,0.001012,0.021367,0.029117,0.015148,-0.029561,-0.000725,0.999448,0.001270,0.040169,0.086847,0.036385,0.079903,-0.010686,0.996081,0.005245,0.053365,0.127503,-0.001997,0.004555,-0.011225,0.999925,0.008066,0.061818,0.153571,-0.092967,0.007303,-0.034430,0.995047,0.010440,0.067313,0.164206,0.000000,-0.003577,0.000000,0.999994,0.005729,0.026867,0.056493,0.000000,0.019156,0.000000,0.999817,0.011269,0.012827,0.031359,0.050160,0.129610,-0.052833,0.988885,0.017082,0.026797,0.084878,0.000000,-0.003875,0.000000,0.999993,0.025438,0.036168,0.121796,0.005742,-0.000626,-0.033621,0.999418,0.031104,0.042229,0.147043,-0.025034,-0.029504,-0.003432,0.999245,0.033416,0.045819,0.158193,-0.000001,0.000945,0.000000,1.000000,-0.031814,0.010236,0.036452,-0.004828,-0.377623,0.627202,0.681172,-0.052368,0.014147,0.061336,-0.083924,0.074026,-0.078604,0.990605,-0.075262,0.024917,0.083737,-0.058123,-0.064489,0.080223,0.992989,-0.087053,0.028415,0.092084,0.000001,0.000049,0.000000,1.000000
0.833333,-0.017008,0.020442,0.029789,0.038541,-0.158588,0.072759,0.983906,-0.020611,0.044492,0.086133,0.010212,0.172328,-0.050074,0.983713,-0.018947,0.057708,0.121644,0.003287,0.012198,-0.025853,0.999586,-0.017614,0.065911,0.144478,-0.072068,0.020174,-0.015902,0.997069,-0.015745,0.070948,0.154740,0.000001,0.002195,0.000000,0.999998,0.018799,-0.001357,0.037689,0.018309,0.140365,-0.207036,0.968039,0.029991,0.009697,0.080563,0.028202,-0.004874,0.091091,0.995431,0.036173,0.016198,0.109944,-0.013306,0.044007,-0.037610,0.998234,0.041872,0.019692,0.129123,-0.024019,-0.049407,0.000638,0.998490,0.044764,0.022950,0.140207,0.000000,-0.000739,0.000000,1.000000,0.001034,0.021371,0.029113,0.015148,-0.029561,-0.000725,0.999448,0.001294,0.040184,0.086840,0.036385,0.079903,-0.010686,0.996081,0.005270,0.053380,0.127495,-0.001997,0.004555,-0.011225,0.999925,0.008092,0.061833,0.153564,-0.092967,0.007303,-0.034430,0.995047,0.010471,0.067325,0.164199,0.000000,-0.003577,0.000000,0.999994,0.005746,0.026868,0.056491,0.000000,0.019156,0.000000,0.999817,0.011274,0.012813,0.031362,0.050160,0.129610,-0.052833,0.988885,0.017084,0.026783,0.084882,0.000000,-0.003875,0.000000,0.999993,0.025436,0.036146,0.121803,0.005742,-0.000626,-0.033621,0.999418,0.031100,0.042201,0.147052,-0.025034,-0.029504,-0.003432,0.999245,0.033411,0.045790,0.158203,-0.000001,0.000945,0.000000,1.000000,-0.031816,0.010299,0.036433,-0.004828,-0.377623,0.627202,0.681172,-0.052376,0.014252,0.061305,-0.083924,0.074026,-0.078604,0.990605,-0.075263,0.025066,0.083691,-0.058123,-0.064489,0.080223,0.992989,-0.087052,0.028587,0.092031,0.000001,0.000049,0.000000,1.000000
0.850000,-0.016985,0.020483,0.029775,0.038541,-0.158588,0.072759,0.983906,-0.020574,0.044552,0.086111,0.010212,0.172328,-0.050074,0.983713,-0.018905,0.057772,0.121621,0.003287,0.012198,-0.025853,0.999586,-0.017570,0.065977,0.144453,-0.072068,0.020174,-0.015902,0.997069,-0.015696,0.071012,0.154715,0.000001,0.002195,0.000000,0.999998,0.018773,-0.001387,0.037701,0.018309,0.140365,-0.207036,0.968039,0.029962,0.009654,0.080579,0.028202,-0.004874,0.091091,0.995431,0.036139,0.016149,0.109963,-0.013306,0.044007,-0.037610,0.998234,0.041834,0.019636,0.129145,-0.024019,-0.049407,0.000638,0.998490,0.044725,0.022890,0.140229,0.000000,-0.000739,0.000000,1.000000,0.001059,0.021375,0.029110,0.015148,-0.029561,-0.000725,0.999448,0.001322,0.040200,0.086832,0.036385,0.079903,-0.010686,0.996081,0.005300,0.053396,0.127487,-0.001997,0.004555,-0.011225,0.999925,0.008123,0.061849,0.153556,-0.092967,0.007303,-0.034430,0.995047,0.010506,0.067339,0.164191,0.000000,-0.003577,0.000000,0.999994,0.005766,0.026868,0.056489,0.000000,0.019156,0.000000,0.999817,0.011281,0.012797,0.031367,0.050160,0.129610,-0.052833,0.988885,0.017086,0.026767,0.084886,0.000000,-0.003875,0.000000,0.999993,0.025435,0.036121,0.121811,0.005742,-0.000626,-0.033621,0.999418,0.031095,0.042170,0.147062,-0.025034,-0.029504,-0.003432,0.999245,0.033407,0.045757,0.158213,-0.000001,0.000945,0.000000,1.000000,-0.031817,0.010371,0.036411,-0.004828,-0.377623,0.627202,0.681172,-0.052384,0.014370,0.061270,-0.083924,0.074026,-0.078604,0.990605,-0.075264,0.025235,0.083640,-0.058123,-0.064489,0.080223,0.992989,-0.087050,0.028781,0.091973,0.000001,0.000049,0.000000,1.000000
0.866667,-0.016960,0.020526,0.029759,0.038541,-0.158588,0.072759,0.983906,-0.020533,0.044616,0.086087,0.010212,0.172328,-0.050074,0.983713,-0.018858,0.057841,0.121595,0.003287,0.012198,-0.025853,0.999586,-0.017520,0.066048,0.144427,-0.072068,0.020174,-0.015902,0.997069,-0.015642,0.071081,0.154689,0.000001,0.002195,0.000000,0.999998,0.018745,-0.001419,0.037713,0.018309,0.140365,-0.207036,0.968039,0.029930,0.009607,0.080596,0.028202,-0.004874,0.091091,0.995431,0.036102,0.016095,0.109983,-0.013306,0.044007,-0.037610,0.998234,0.041792,0.019574,0.129167,-0.024019,-0.049407,0.000638,0.998490,0.044683,0.022825,0.140253,0.000000,-0.000739,0.000000,1.000000,0.001087,0.021379,0.029105,0.015148,-0.029561,-0.000725,0.999448,0.001353,0.040217,0.086824,0.036385,0.079903,-0.010686,0.996081,0.005334,0.053414,0.127478,-0.001997,0.004555,-0.011225,0.999925,0.008158,0.061867,0.153547,-0.092967,0.007303,-0.034430,0.995047,0.010546,0.067354,0.164182,0.000000,-0.003577,0.000000,0.999994,0.005788,0.026869,0.056486,0.000000,0.019156,0.000000,0.999817,0.011289,0.012779,0.031371,0.050160,0.129610,-0.052833,0.988885,0.017089,0.026749,0.084892,0.000000,-0.003875,0.000000,0.999993,0.025434,0.036094,0.121819,0.005742,-0.000626,-0.033621,0.999418,0.031091,0.042136,0.147073,-0.025034,-0.029504,-0.003432,0.999245,0.033404,0.045720,0.158224,-0.000001,0.000945,0.000000,1.000000,-0.031818,0.010448,0.036388,-0.004828,-0.377623,0.627202,0.681172,-0.052393,0.014498,0.061233,-0.083924,0.074026,-0.078604,0.990605,-0.075263,0.025418,0.083586,-0.058123,-0.064489,0.080223,0.992989,-0.087047,0.028991,0.091909,0.000001,0.000049,0.000000,1.000000
0.883333,-0.016933,0.020572,0.029743,0.038541,-0.158588,0.072759,0.983906,-0.020489,0.044684,0.086063,0.010212,0.172328,-0.050074,0.983713,-0.018807,0.057913,0.121569,0.003287,0.012198,-0.025853,0.999586,-0.017466,0.066123,0.144399,-0.072068,0.020174,-0.015902,0.997069,-0.015584,0.071154,0.154661,0.000001,0.002195,0.000000,0.999998,0.018716,-0.001453,0.037727,0.018309,0.140365,-0.207036,0.968039,0.029898,0.009557,0.080614,0.028202,-0.004874,0.091091,0.995431,0.036064,0.016038,0.110003,-0.013306,0.044007,-0.037610,0.998234,0.041749,0.019509,0.129191,-0.024019,-0.049407,0.000638,0.998490,0.044640,0.022755,0.140278,0.000000,-0.000739,0.000000,1.000000,0.001116,0.021384,0.029101,0.015148,-0.029561,-0.000725,0.999448,0.001387,0.040234,0.086815,0.036385,0.079903,-0.010686,0.996081,0.005370,0.053432,0.127469,-0.001997,0.004555,-0.011225,0.999925,0.008196,0.061884,0.153538,-0.092967,0.007303,-0.034430,0.995047,0.010589,0.067368,0.164173,0.000000,-0.003577,0.000000,0.999994,0.005811,0.026869,0.056484,0.000000,0.019156,0.000000,0.999817,0.011297,0.012761,0.031376,0.050160,0.129610,-0.052833,0.988885,0.017093,0.026730,0.084897,0.000000,-0.003875,0.000000,0.999993,0.025434,0.036064,0.121828,0.005742,-0.000626,-0.033621,0.999418,0.031088,0.042099,0.147084,-0.025034,-0.029504,-0.003432,0.999245,0.033401,0.045680,0.158236,-0.000001,0.000945,0.000000,1.000000,-0.031819,0.010530,0.036364,-0.004828,-0.377623,0.627202,0.681172,-0.052401,0.014633,0.061194,-0.083924,0.074026,-0.078604,0.990605,-0.075261,0.025611,0.083528,-0.058123,-0.064489,0.080223,0.992989,-0.087043,0.029214,0.091843,0.000001,0.000049,0.000000,1.000000
0.900000,-0.016904,0.020620,0.029726,0.038541,-0.158588,0.072759,0.983906,-0.020442,0.044753,0.086038,0.010212,0.172328,-0.050074,0.983713,-0.018754,0.057987,0.121542,0.003287,0.012198,-0.025853,0.999586,-0.017409,0.066199,0.144371,-0.072068,0.020174,-0.015902,0.997069,-0.015522,0.071228,0.154633,0.000001,0.002195,0.000000,0.999998,0.018687,-0.001489,0.037740,0.018309,0.140365,-0.207036,0.968039,0.029864,0.009505,0.080633,0.028202,-0.004874,0.091091,0.995431,0.036026,0.015978,0.110025,-0.013306,0.044007,-0.037610,0.998234,0.041706,0.019440,0.129216,-0.024019,-0.049407,0.000638,0.998490,0.044596,0.022683,0.140304,0.000000,-0.000739,0.000000,1.000000,0.001147,0.021388,0.029097,0.015148,-0.029561,-0.000725,0.999448,0.001422,0.040251,0.086806,0.036385,0.079903,-0.010686,0.996081,0.005408,0.053449,0.127460,-0.001997,0.004555,-0.011225,0.999925,0.008236,0.061901,0.153529,-0.092967,0.007303,-0.034430,0.995047,0.010635,0.067383,0.164165,0.000000,-0.003577,0.000000,0.999994,0.005836,0.026868,0.056482,0.000000,0.019156,0.000000,0.999817,0.011305,0.012742,0.031380,0.050160,0.129610,-0.052833,0.988885,0.017098,0.026709,0.084902,0.000000,-0.003875,0.000000,0.999993,0.025435,0.036033,0.121837,0.005742,-0.000626,-0.033621,0.999418,0.031086,0.042061,0.147095,-0.025034,-0.029504,-0.003432,0.999245,0.033400,0.045639,0.158249,-0.000001,0.000945,0.000000,1.000000,-0.031819,0.010615,0.036340,-0.004828,-0.377623,0.627202,0.681172,-0.052409,0.014773,0.061154,-0.083924,0.074026,-0.078604,0.990605,-0.075258,0.025810,0.083470,-0.058123,-0.064489,0.080223,0.992989,-0.087037,0.029443,0.091775,0.000001,0.000049,0.000000,1.000000
0.916667,-0.016875,0.020667,0.029709,0.038541,-0.158588,0.072759,0.983906,-0.020394,0.044822,0.086013,0.010212,0.172328,-0.050074,0.983713,-0.018699,0.058060,0.121515,0.003287,0.012198,-0.025853,0.999586,-0.017350,0.066274,0.144344,-0.072068,0.020174,-0.015902,0.997069,-0.015458,0.071301,0.154606,0.000001,0.002195,0.000000,0.999998,0.018657,-0.001524,0.037753,0.018309,0.140365,-0.207036,0.968039,0.029831,0.009453,0.080651,0.028202,-0.004874,0.091091,0.995431,0.035988,0.015918,0.110046,-0.013306,0.044007,-0.037610,0.998234,0.041663,0.019371,0.129240,-0.024019,-0.049407,0.000638,0.998490,0.044554,0.022609,0.140329,0.000000,-0.000739,0.000000,1.000000,0.001178,0.021392,0.029092,0.015148,-0.029561,-0.000725,0.999448,0.001459,0.040268,0.086798,0.036385,0.079903,-0.010686,0.996081,0.005448,0.053466,0.127451,-0.001997,0.004555,-0.011225,0.999925,0.008279,0.061918,0.153520,-0.092967,0.007303,-0.034430,0.995047,0.010684,0.067396,0.164156,0.000000,-0.003577,0.000000,0.999994,0.005861,0.026868,0.056479,0.000000,0.019156,0.000000,0.999817,0.011314,0.012722,0.031385,0.050160,0.129610,-0.052833,0.988885,0.017103,0.026688,0.084908,0.000000,-0.003875,0.000000,0.999993,0.025438,0.036000,0.121846,0.005742,-0.000626,-0.033621,0.999418,0.031085,0.042021,0.147107,-0.025034,-0.029504,-0.003432,0.999245,0.033400,0.045596,0.158261,-0.000001,0.000945,0.000000,1.000000,-0.031818,0.010699,0.036315,-0.004828,-0.377623,0.627202,0.681172,-0.052415,0.014913,0.061114,-0.083924,0.074026,-0.078604,0.990605,-0.075253,0.026010,0.083412,-0.058123,-0.064489,0.080223,0.992989,-0.087029,0.029673,0.091709,0.000001,0.000049,0.000000,1.000000
