user,cond,test,trial,melody,clip,time_mode,compare_start_ref,compare_seconds,event_radius,anchor,n_timepoints,n_joints,joints_used,vel_cos_fw,vel_cos_fw_center,vel_rmse,vel_rmse_norm,dir_cos_fw,dir_mae_deg_fw,dtw_mean
User10,Dynamic,Immediate,T2,Melody_C,User10_Dynamic_Immediate_T2_Melody_C,linear,1.6795501708984375,4.0,0.25,Wrist,83,5,XRHand_IndexTip|XRHand_LittleTip|XRHand_MiddleTip|XRHand_RingTip|XRHand_ThumbTip,-0.10093680984089361,0.13521107991365147,0.04560530150249966,0.12880288825470695,0.9742606500406237,13.02783900457497,0.26850096949454105
User10,Dynamic,Retention,T1,Melody_C,User10_Dynamic_Retention_T1_Melody_C,linear,1.6795501708984375,4.0,0.25,Wrist,83,5,XRHand_IndexTip|XRHand_LittleTip|XRHand_MiddleTip|XRHand_RingTip|XRHand_ThumbTip,-0.03438538992033436,0.08912034936077874,0.030865662679680154,0.08717377958394633,0.9714748320512852,13.717960160099329,0.2691789167504514
User10,Static,Immediate,T1,Melody_B,User10_Static_Immediate_T1_Melody_B,linear,1.36181640625,4.0,0.25,Wrist,75,5,XRHand_IndexTip|XRHand_LittleTip|XRHand_MiddleTip|XRHand_RingTip|XRHand_ThumbTip,0.09029434924333242,0.08382200935728999,0.04043962280821204,0.10324438476191267,0.9924634455805598,7.038776649021019,0.14094208619586235
User10,Static,Retention,T1,Melody_B,User10_Static_Retention_T1_Melody_B,linear,1.36181640625,4.0,0.25,Wrist,75,5,XRHand_IndexTip|XRHand_LittleTip|XRHand_MiddleTip|XRHand_RingTip|XRHand_ThumbTip,0.0531057903342924,0.037236632450289235,0.04059664147517175,0.10364526129192568,0.9871821057272141,9.183557759559777,0.1874428997392572
User11,Dynamic,Immediate,T1,Melody_C,User11_Dynamic_Immediate_T1_Melody_C,linear,1.6795501708984375,4.0,0.25,Wrist,83,5,XRHand_IndexTip|XRHand_LittleTip|XRHand_MiddleTip|XRHand_RingTip|XRHand_ThumbTip,0.13091247230122044,0.1463936699109696,0.0752002781570978,0.21238787388919358,0.9857993172642163,9.667351859250054,0.22334154725305477
User11,Dynamic,Retention,T1,Melody_C,User11_Dynamic_Retention_T1_Melody_C,linear,1.6795501708984375,4.0,0.25,Wrist,83,5,XRHand_IndexTip|XRHand_LittleTip|XRHand_MiddleTip|XRHand_RingTip|XRHand_ThumbTip,0.2292628359114968,0.11011303299372407,0.031196157953121608,0.08810719619059797,0.9758809567358864,12.60940086133543,0.22796492466963958
User11,Static,Immediate,T1,Melody_B,User11_Static_Immediate_T1_Melody_B,linear,1.36181640625,4.0,0.25,Wrist,75,5,XRHand_IndexTip|XRHand_LittleTip|XRHand_MiddleTip|XRHand_RingTip|XRHand_ThumbTip,-0.08959057014466115,-0.13958179118845457,0.08465882921555455,0.21613823596912557,0.9692392517724183,14.248058132623278,0.2810061756875614
User11,Static,Retention,T2,Melody_B,User11_Static_Retention_T2_Melody_B,linear,1.36181640625,4.0,0.25,Wrist,75,5,XRHand_IndexTip|XRHand_LittleTip|XRHand_MiddleTip|XRHand_RingTip|XRHand_ThumbTip,-0.13411146504356888,-0.22753179917636487,0.031930659175461874,0.08152057394915742,0.9498584935196879,18.22081996174225,0.3733164790531067
User12,Dynamic,Immediate,T1,Melody_B,User12_Dynamic_Immediate_T1_Melody_B,linear,1.36181640625,4.0,0.25,Wrist,75,5,XRHand_IndexTip|XRHand_LittleTip|XRHand_MiddleTip|XRHand_RingTip|XRHand_ThumbTip,-0.23506494604280645,-0.07118693801152651,0.028767596763956352,0.07344511700960596,0.9723110648370712,13.514437667243152,0.28393489475927136
User12,Dynamic,Retention,T2,Melody_B,User12_Dynamic_Retention_T2_Melody_B,linear,1.36181640625,4.0,0.25,Wrist,75,5,XRHand_IndexTip|XRHand_LittleTip|XRHand_MiddleTip|XRHand_RingTip|XRHand_ThumbTip,-0.21846822136698105,-0.09917227294550005,0.05047239979950241,0.12885856748640886,0.9687684226012753,14.35725541911005,0.3055281911887589
